iter	Passed	Remaining
417	2497	3476
418	2502	3470
419	2508	3463
420	2513	3456
421	2518	3449
422	2524	3443
423	2529	3436
424	2534	3429
425	2540	3423
426	2545	3416
427	2551	3409
428	2556	3402
429	2562	3396
430	2567	3390
431	2573	3383
432	2578	3376
433	2584	3370
434	2589	3363
435	2595	3356
436	2600	3350
437	2605	3343
438	2611	3336
439	2616	3330
440	2621	3323
441	2627	3316
442	2633	3310
443	2638	3304
444	2644	3297
445	2650	3291
446	2655	3285
447	2661	3278
448	2666	3272
449	2672	3266
450	2677	3259
451	2683	3252
452	2688	3246
453	2694	3240
454	2700	3234
455	2705	3227
456	2711	3221
457	2716	3214
458	2721	3208
459	2727	3201
460	2732	3195
461	2738	3188
462	2743	3181
463	2749	3176
464	2755	3169
465	2760	3163
466	2766	3156
467	2771	3150
468	2776	3143
469	2782	3137
470	2787	3131
471	2793	3124
472	2798	3117
473	2803	3111
474	2809	3105
475	2815	3098
476	2820	3092
477	2825	3086
478	2831	3080
479	2837	3073
480	2842	3067
481	2847	3060
482	2853	3054
483	2858	3047
484	2864	3041
485	2869	3035
486	2875	3028
487	2880	3022
488	2886	3016
489	2891	3009
490	2897	3003
491	2902	2996
492	2907	2990
493	2913	2984
494	2919	2978
495	2924	2972
496	2930	2965
497	2935	2959
498	2940	2952
499	2946	2946
500	2951	2940
501	2957	2933
502	2963	2928
503	2969	2922
504	2975	2916
505	2980	2910
506	2986	2903
507	2992	2898
508	2997	2891
509	3003	2885
510	3009	2879
511	3014	2873
512	3020	2867
513	3025	2860
514	3031	2854
515	3036	2848
516	3041	2841
517	3047	2835
518	3052	2829
519	3058	2822
520	3064	2817
521	3069	2811
522	3075	2805
523	3081	2799
524	3086	2792
525	3092	2786
526	3097	2780
527	3102	2773
528	3108	2768
529	3114	2761
530	3119	2755
531	3125	2749
532	3130	2743
533	3136	2737
534	3141	2730
535	3147	2724
536	3153	2718
537	3158	2712
538	3163	2706
539	3169	2699
540	3174	2693
541	3180	2687
542	3185	2681
543	3191	2675
544	3197	2669
545	3203	2663
546	3209	2657
547	3215	2652
548	3222	2647
549	3228	2641
550	3233	2634
551	3238	2628
552	3244	2622
553	3250	2616
554	3256	2610
555	3261	2604
556	3266	2598
557	3272	2591
558	3277	2585
559	3283	2579
560	3288	2573
561	3294	2567
562	3299	2561
563	3305	2554
564	3310	2548
565	3316	2542
566	3321	2536
567	3327	2530
568	3332	2524
569	3338	2518
570	3343	2512
571	3349	2506
572	3354	2499
573	3360	2494
574	3366	2487
575	3371	2481
576	3376	2475
577	3382	2469
578	3387	2463
579	3393	2457
580	3398	2451
581	3404	2444
582	3409	2438
583	3415	2432
584	3421	2426
585	3426	2421
586	3432	2414
587	3437	2408
588	3443	2402
589	3448	2396
590	3454	2390
591	3459	2384
592	3465	2378
593	3471	2372
594	3476	2366
595	3482	2360
596	3487	2354
597	3493	2348
598	3498	2342
599	3504	2336
600	3509	2330
601	3515	2323
602	3520	2317
603	3526	2312
604	3532	2306
605	3538	2300
606	3543	2294
607	3549	2288
608	3555	2282
609	3560	2276
610	3566	2270
611	3571	2264
612	3577	2258
613	3582	2252
614	3588	2246
615	3593	2240
616	3599	2234
617	3605	2228
618	3611	2222
619	3616	2216
620	3622	2210
621	3627	2204
622	3632	2198
623	3638	2192
624	3643	2186
625	3649	2180
626	3655	2174
627	3660	2168
628	3665	2162
629	3671	2156
630	3676	2150
631	3681	2143
632	3687	2138
633	3692	2131
634	3698	2125
635	3703	2119
636	3709	2113
637	3714	2107
638	3720	2101
639	3725	2095
640	3731	2089
641	3736	2083
642	3742	2077
643	3747	2071
644	3753	2065
645	3759	2059
646	3764	2053
647	3770	2048
648	3775	2041
649	3780	2035
650	3786	2029
651	3791	2023
652	3797	2017
653	3802	2011
654	3808	2006
655	3813	2000
656	3819	1994
657	3824	1988
658	3830	1982
659	3836	1976
660	3841	1970
661	3846	1964
662	3852	1958
663	3858	1952
664	3863	1946
665	3869	1940
666	3874	1934
667	3880	1928
668	3885	1922
669	3891	1916
670	3896	1910
671	3902	1904
672	3907	1898
673	3913	1892
674	3918	1886
675	3924	1880
676	3929	1874
677	3935	1868
678	3940	1862
679	3946	1857
680	3951	1851
681	3957	1845
682	3962	1839
683	3968	1833
684	3973	1827
685	3978	1821
686	3984	1815
687	3990	1809
688	3995	1803
689	4001	1797
690	4006	1791
691	4011	1785
692	4017	1779
693	4022	1773
694	4028	1767
695	4033	1761
696	4038	1755
697	4044	1749
698	4049	1743
699	4055	1737
700	4060	1731
701	4066	1726
702	4071	1720
703	4077	1714
704	4082	1708
705	4089	1703
706	4095	1697
707	4100	1691
708	4106	1685
709	4111	1679
710	4117	1673
711	4122	1667
712	4128	1661
713	4134	1655
714	4139	1650
715	4145	1644
716	4150	1638
717	4156	1632
718	4161	1626
719	4167	1620
720	4172	1614
721	4177	1608
722	4183	1602
723	4188	1596
724	4193	1590
725	4199	1584
726	4204	1578
727	4209	1572
728	4215	1567
729	4221	1561
730	4226	1555
731	4233	1549
732	4238	1544
733	4244	1538
734	4249	1532
735	4254	1526
736	4259	1520
737	4265	1514
738	4270	1508
739	4276	1502
740	4281	1496
741	4287	1490
742	4292	1484
743	4297	1478
744	4303	1472
745	4308	1467
746	4314	1461
747	4320	1455
748	4325	1449
749	4330	1443
750	4336	1437
751	4341	1431
752	4347	1425
753	4352	1420
754	4357	1414
755	4364	1408
756	4370	1402
757	4376	1397
758	4381	1391
759	4387	1385
760	4392	1379
761	4398	1373
762	4403	1367
763	4409	1361
764	4414	1356
765	4419	1350
766	4424	1344
767	4430	1338
768	4435	1332
769	4441	1326
770	4446	1320
771	4452	1314
772	4457	1309
773	4463	1303
774	4468	1297
775	4474	1291
776	4479	1285
777	4484	1279
778	4490	1273
779	4495	1268
780	4501	1262
781	4506	1256
782	4512	1250
783	4518	1244
784	4523	1239
785	4529	1233
786	4534	1227
787	4540	1221
788	4545	1215
789	4551	1209
790	4556	1203
791	4561	1198
792	4567	1192
793	4573	1186
794	4578	1180
795	4584	1174
796	4589	1169
797	4595	1163
798	4600	1157
799	4606	1151
800	4611	1145
801	4617	1139
802	4624	1134
803	4630	1128
804	4635	1122
805	4640	1117
806	4646	1111
807	4651	1105
808	4656	1099
809	4662	1093
810	4668	1087
811	4673	1082
812	4678	1076
813	4684	1070
814	4689	1064
815	4694	1058
816	4699	1052
817	4705	1046
818	4710	1041
819	4716	1035
820	4721	1029
821	4727	1023
822	4733	1017
823	4738	1012
824	4744	1006
825	4750	1000
826	4755	994
827	4761	989
828	4767	983
829	4772	977
830	4777	971
831	4783	965
832	4788	960
833	4794	954
834	4799	948
835	4804	942
836	4809	936
837	4815	930
838	4820	925
839	4825	919
840	4831	913
841	4836	907
842	4842	901
843	4847	896
844	4853	890
845	4858	884
846	4864	878
847	4869	872
848	4875	867
849	4880	861
850	4886	855
851	4891	849
852	4897	843
853	4902	838
854	4908	832
855	4913	826
856	4919	820
857	4925	815
858	4930	809
859	4935	803
860	4941	797
861	4947	792
862	4952	786
863	4957	780
864	4963	774
865	4968	768
866	4973	763
867	4979	757
868	4984	751
869	4990	745
870	4995	739
871	5001	734
872	5007	728
873	5012	722
874	5018	716
875	5024	711
876	5029	705
877	5034	699
878	5040	693
879	5045	688
880	5051	682
881	5056	676
882	5062	670
883	5067	664
884	5072	659
885	5078	653
886	5083	647
887	5089	641
888	5094	636
889	5100	630
890	5105	624
891	5110	618
892	5116	613
893	5122	607
894	5128	601
895	5133	595
896	5138	590
897	5144	584
898	5150	578
899	5155	572
900	5161	567
901	5166	561
902	5172	555
903	5177	549
904	5183	544
905	5189	538
906	5195	532
907	5200	526
908	5206	521
909	5211	515
910	5217	509
911	5222	503
912	5228	498
913	5234	492
914	5239	486
915	5245	481
916	5250	475
917	5256	469
918	5261	463
919	5266	457
920	5272	452
921	5277	446
922	5283	440
923	5289	435
924	5294	429
925	5299	423
926	5305	417
927	5310	412
928	5316	406
929	5321	400
930	5327	394
931	5332	389
932	5338	383
933	5343	377
934	5349	371
935	5354	366
936	5359	360
937	5365	354
938	5370	348
939	5376	343
940	5381	337
941	5386	331
942	5392	325
943	5398	320
944	5404	314
945	5409	308
946	5415	303
947	5420	297
948	5425	291
949	5431	285
950	5436	280
951	5442	274
952	5448	268
953	5453	262
954	5459	257
955	5465	251
956	5470	245
957	5475	240
958	5481	234
959	5486	228
960	5491	222
961	5496	217
962	5502	211
963	5508	205
964	5515	200
965	5522	194
966	5528	188
967	5535	182
968	5540	177
969	5546	171
970	5552	165
971	5558	160
972	5564	154
973	5570	148
974	5576	142
975	5583	137
976	5589	131
977	5595	125
978	5601	120
979	5607	114
980	5613	108
981	5619	103
982	5625	97
983	5630	91
984	5636	85
985	5642	80
986	5648	74
987	5654	68
988	5661	62
989	5667	57
990	5672	51
991	5678	45
992	5684	40
993	5689	34
994	5694	28
995	5700	22
996	5705	17
997	5711	11
998	5716	5
999	5721	0
