iter	RMSE
253	74.49267511
254	74.1052763
255	74.09435103
256	74.06803406
257	73.95629215
258	73.90775642
259	73.64494797
260	73.57350635
261	73.46807824
262	73.00531423
263	72.72191578
264	72.38167566
265	72.2537485
266	72.18490768
267	72.16943965
268	72.134135
269	72.12387728
270	72.07625578
271	71.75886177
272	71.3280979
273	71.19796641
274	70.93919677
275	70.69559762
276	70.67941681
277	70.55700634
278	70.25673487
279	70.14153101
280	70.08316252
281	70.05110605
282	69.40904521
283	69.315619
284	69.22708948
285	68.6805132
286	68.63461819
287	68.46795008
288	68.43158868
289	68.20980927
290	67.78125206
291	67.68739519
292	67.67825817
293	67.65194972
294	67.59228781
295	67.48984523
296	67.40593052
297	67.31653918
298	67.28650172
299	67.09959233
300	66.83238287
301	66.7489978
302	66.54307924
303	66.50048977
304	66.1996485
305	66.08950258
306	65.65254426
307	65.60426682
308	65.4240466
309	65.33510678
310	64.96258832
311	64.69728677
312	64.67765398
313	64.56472257
314	64.47629306
315	64.45271668
316	64.36882153
317	63.96381865
318	63.93616673
319	63.92740898
320	63.90481294
321	63.84104511
322	63.3966378
323	62.93938169
324	62.82925271
325	62.74700345
326	62.66900443
327	62.64685115
328	62.3950522
329	62.12745667
330	61.90305485
331	61.87727219
332	61.86936141
333	61.79515082
334	61.78979526
335	61.75056227
336	61.72952749
337	61.51582265
338	61.31497336
339	61.25415979
340	61.19430308
341	61.13786393
342	61.08496307
343	61.01677459
344	60.78154303
345	60.56487997
346	60.56186028
347	60.3160666
348	60.23901256
349	60.16097315
350	60.07484263
351	60.03823826
352	60.03076465
353	59.98282078
354	59.74501654
355	59.61301586
356	59.6025563
357	59.42316993
358	59.35055844
359	59.166935
360	59.09913449
361	59.04934274
362	58.87664303
363	58.76228786
364	58.5819575
365	58.57400961
366	58.50293754
367	58.31368087
368	58.2936719
369	57.89637317
370	57.81457599
371	57.7393205
372	57.71674503
373	57.64524694
374	57.6392585
375	57.62411453
376	57.59328835
377	57.57177824
378	57.4155578
379	57.38434149
380	57.16372766
381	57.04410754
382	56.8470268
383	56.36594369
384	56.36273987
385	56.189629
386	56.02767863
387	55.86646876
388	55.62609109
389	55.61777206
390	55.47705456
391	55.35443659
392	55.33316576
393	55.2624975
394	55.13507092
395	54.97981806
396	54.95946503
397	54.94011336
398	54.91023384
399	54.85403399
400	54.78425061
401	54.77850671
402	54.7741049
403	54.70285398
404	54.55659463
405	54.51070593
406	54.38194072
407	54.02129642
408	53.86294267
409	53.66072562
410	53.65623355
411	53.46217631
412	53.0543508
413	52.93159869
414	52.81527642
415	52.6753587
416	52.65616321
417	52.46676575
418	52.29777641
419	52.2794145
420	52.14598235
421	51.78797898
422	51.67740922
423	51.51201286
424	51.41122514
425	51.35726732
426	51.25160922
427	51.14254011
428	51.03338835
429	50.96523116
430	50.86416002
431	50.82411076
432	50.6867149
433	50.62248836
434	50.45081897
435	50.2799482
436	50.04400801
437	49.98217035
438	49.76669043
439	49.64659167
440	49.58741687
441	49.46204473
442	49.45436948
443	49.44934679
444	49.43237092
445	49.3135627
446	49.29507923
447	49.27750443
448	49.26178966
449	49.25324962
450	49.13915252
451	49.06949941
452	48.97064549
453	48.91637544
454	48.63932587
455	48.61453916
456	48.31447937
457	48.2000087
458	48.0452557
459	47.93980937
460	47.7824269
461	47.74708545
462	47.64413045
463	47.62684567
464	47.32374673
465	47.27127388
466	47.13034157
467	47.11845564
468	46.97121602
469	46.92109677
470	46.90728745
471	46.89060218
472	46.87473718
473	46.73428033
474	46.71611781
475	46.71209545
476	46.66690566
477	46.57698041
478	46.53429632
479	46.46961856
480	46.38232839
481	46.22950651
482	46.1463497
483	46.12590815
484	45.99317925
485	45.75677532
486	45.61986013
487	45.49020076
488	45.48348567
489	45.47722293
490	45.35434082
491	45.3045767
492	45.17168035
493	45.11253356
494	44.94108066
495	44.81579566
496	44.77510523
497	44.76682167
498	44.60598559
499	44.52900908
500	44.39834617
501	44.28001705
502	44.11755348
503	44.04336188
504	44.02729944
505	43.88399493
506	43.68340891
507	43.61348891
508	43.55897043
509	43.49245741
510	43.39301694
511	43.38560954
512	43.38142537
513	43.36622068
514	43.30313874
515	43.29732073
516	43.1861673
517	43.14993163
518	43.13321613
519	42.9778883
520	42.84701592
521	42.74232569
522	42.7266059
523	42.72114246
524	42.70619543
525	42.65015715
526	42.52174309
527	42.46799055
528	42.45672741
529	42.34059208
530	42.25261645
531	42.09807066
532	42.08228105
533	42.07906601
534	41.90196694
535	41.7640484
536	41.67859711
537	41.55763715
538	41.54179466
539	41.53677715
540	41.53202625
541	41.45766015
542	41.44207304
543	41.35881232
544	41.24040891
545	41.23043184
546	41.10002673
547	40.96152061
548	40.88443701
549	40.8524573
550	40.84794351
551	40.81015486
552	40.69391693
553	40.60603325
554	40.55866559
555	40.50554087
556	40.45488683
557	40.34786692
558	40.28170361
559	40.23816248
560	40.14505847
561	40.06349968
562	40.01693838
563	40.01394117
564	39.91852033
565	39.80817037
566	39.71346251
567	39.6974241
568	39.60863644
569	39.51920603
570	39.50338454
571	39.42747577
572	39.42449817
573	39.34457763
574	39.26671275
575	39.17039803
576	39.09766368
577	39.03490569
578	38.96556815
579	38.93587664
580	38.90587511
581	38.85805346
582	38.76872291
583	38.70435131
584	38.57534313
585	38.45128453
586	38.43502411
587	38.38741862
588	38.32741721
589	38.30223204
590	38.22252302
591	38.1319935
592	37.99053267
593	37.97483955
594	37.92266907
595	37.81105091
596	37.71215873
597	37.62875599
598	37.62140279
599	37.50091729
600	37.39279516
601	37.38744139
602	37.32102469
603	37.22652138
604	37.214504
605	37.10944946
606	37.10207002
607	37.09629323
608	37.02538741
609	36.9706887
610	36.94804104
611	36.88208519
612	36.82009502
613	36.80725815
614	36.78952948
615	36.76869114
616	36.73543836
617	36.59451838
618	36.53125354
619	36.41564236
620	36.37335736
621	36.36809667
622	36.35788773
623	36.34120019
624	36.24890958
625	36.18557564
626	36.11814869
627	36.10637104
628	36.10021905
629	36.07777282
630	36.0061817
631	35.93379957
632	35.86591641
633	35.80222921
634	35.79242534
635	35.7188717
636	35.71413238
637	35.59843171
638	35.43519374
639	35.39583504
640	35.33102879
641	35.26877103
642	35.25241629
643	35.23669059
644	35.2219154
645	35.20786156
646	35.19450344
647	35.16011606
648	35.14740784
649	35.01219306
650	35.00005571
651	34.94675563
652	34.90066436
653	34.84365943
654	34.83206728
655	34.82104542
656	34.81827411
657	34.7572321
658	34.62990984
659	34.59289692
660	34.58100739
661	34.5244528
662	34.51845173
663	34.5147793
664	34.50420415
665	34.27613367
666	34.23049506
667	34.15671035
668	34.09955866
669	34.009901
670	33.94622145
671	33.90964469
672	33.87505661
673	33.86713461
674	33.84065197
675	33.83717371
676	33.76934112
677	33.76407907
678	33.71461881
679	33.64605421
680	33.63659175
681	33.62932463
682	33.58812301
683	33.51528859
684	33.51195035
685	33.50839071
686	33.49803742
687	33.49203319
688	33.47979276
689	33.46481844
690	33.45496814
691	33.44560351
692	33.38070728
693	33.33527536
694	33.23129271
695	33.2222991
696	33.21971723
697	33.17161156
698	33.16850027
699	33.12779046
700	33.12484557
701	33.07984904
702	33.06040811
703	32.97790927
704	32.91491117
705	32.89870349
706	32.85740387
707	32.8306545
708	32.75719261
709	32.71994282
710	32.68063321
711	32.62606525
712	32.47582628
713	32.4713583
714	32.46923348
715	32.43377653
716	32.42353505
717	32.39060334
718	32.3502088
719	32.21249233
720	32.16383613
721	32.15963364
722	32.13165124
723	32.12968292
724	32.12782376
725	32.09957316
726	31.95882542
727	31.93142854
728	31.85214163
729	31.81774281
730	31.79102628
731	31.73398626
732	31.67652324
733	31.67249748
734	31.66355258
735	31.66190782
736	31.65340465
737	31.64964118
738	31.589321
739	31.58400294
740	31.54168406
741	31.53356804
742	31.52585136
743	31.49266858
744	31.48833434
745	31.44423879
746	31.37274449
747	31.36722454
748	31.2957009
749	31.2297592
750	31.16894144
751	31.16540649
752	30.99325032
753	30.95405488
754	30.90677416
755	30.86209921
756	30.81985266
757	30.81649096
758	30.77681842
759	30.72675229
760	30.6630488
761	30.61091528
762	30.60035228
763	30.54736722
764	30.49112834
765	30.48651215
766	30.45559018
767	30.40429707
768	30.35851521
769	30.32576674
770	30.27539031
771	30.24564021
772	30.20611924
773	30.16904155
774	30.13956116
775	30.07425038
776	29.93355884
777	29.90205473
778	29.87369218
779	29.85354118
780	29.71397052
781	29.65941319
782	29.64652268
783	29.6200965
784	29.59098051
785	29.45388244
786	29.41232286
787	29.29290268
788	29.25592358
789	29.22193976
790	29.17403147
791	29.04015036
792	29.01461205
793	28.89502763
794	28.83249286
795	28.80217523
796	28.79594075
797	28.7883988
798	28.74116008
799	28.73090177
800	28.7031654
801	28.6775783
802	28.63675252
803	28.59259053
804	28.56333834
805	28.55986712
806	28.55352451
807	28.52432545
808	28.51987776
809	28.46935865
810	28.45397444
811	28.44625235
812	28.44361132
813	28.44249407
814	28.44145213
815	28.4389707
816	28.42621977
817	28.40713015
818	28.37189688
819	28.33029559
820	28.27283115
821	28.22617851
822	28.21877555
823	28.20759618
824	28.15382399
825	28.14836361
826	28.12382153
827	28.07471587
828	28.03548179
829	28.03309693
830	27.99131254
831	27.98680167
832	27.98028639
833	27.9651219
834	27.96230014
835	27.95401159
836	27.94612678
837	27.93862883
838	27.93530771
839	27.92818149
840	27.91097306
841	27.90787813
842	27.87376693
843	27.84841211
844	27.84247956
845	27.78615272
846	27.76101459
847	27.72166356
848	27.6204154
849	27.58778445
850	27.55784181
851	27.4363119
852	27.33993617
853	27.33395293
854	27.21914679
855	27.13860461
856	27.10155989
857	27.09015216
858	27.08703757
859	27.05582416
860	27.01097491
861	27.00056652
862	26.99355928
863	26.98253799
864	26.96046548
865	26.94090881
866	26.92132516
867	26.89550258
868	26.88878571
869	26.7375485
870	26.72660809
871	26.70696253
872	26.60496585
873	26.49160281
874	26.48118743
875	26.45093105
876	26.43964823
877	26.43100441
878	26.36962457
879	26.34570654
880	26.32465214
881	26.29228724
882	26.27450951
883	26.25709049
884	26.24340506
885	26.22300497
886	26.22117082
887	26.13836561
888	26.11175831
889	26.085782
890	26.07394213
891	26.06470461
892	26.04563688
893	26.03286766
894	25.94728067
895	25.94105556
896	25.9344439
897	25.88648538
898	25.85824179
899	25.84208006
900	25.75418004
901	25.74891569
902	25.72839764
903	25.67983141
904	25.6731411
905	25.66545442
906	25.65909059
907	25.62363537
908	25.59199438
909	25.54997581
910	25.43795324
911	25.42857054
912	25.32302369
913	25.28051531
914	25.27575225
915	25.2513818
916	25.24523208
917	25.24160635
918	25.22608592
919	25.18397756
920	25.17812203
921	25.16368191
922	25.11977797
923	25.08419988
924	25.07861085
925	25.07036841
926	25.06577964
927	25.06046446
928	25.04680815
929	25.04174882
930	25.03226104
931	24.98448896
932	24.94043906
933	24.90508916
934	24.86397128
935	24.82602602
936	24.78553517
937	24.7792279
938	24.75692371
939	24.65569928
940	24.5919391
941	24.55857083
942	24.55366605
943	24.54963317
944	24.53450196
945	24.5150034
946	24.50157384
947	24.45337957
948	24.41613941
949	24.40590334
950	24.39312528
951	24.35503082
952	24.31914193
953	24.30666775
954	24.28901752
955	24.28365141
956	24.26509935
957	24.24627358
958	24.2233434
959	24.21972646
960	24.19909379
961	24.18750633
962	24.158365
963	24.12162316
964	24.10762396
965	24.07410034
966	24.06861189
967	24.05557481
968	24.04827845
969	24.04577771
970	24.0039985
971	23.96554835
972	23.96378973
973	23.93337652
974	23.89333974
975	23.81690153
976	23.69715689
977	23.662182
978	23.6587815
979	23.58343671
980	23.57820702
981	23.56095581
982	23.49234561
983	23.45732205
984	23.33950528
985	23.33096642
986	23.32559402
987	23.31103125
988	23.30623668
989	23.30064302
990	23.27168053
991	23.25733296
992	23.25246712
993	23.1673596
994	23.15984643
995	23.13828337
996	23.11108452
997	23.08433149
998	23.02990741
999	23.0165256
